file_id,label,class_name,original_filename,n_traces,n_samples,dt_ms
file_00297,1,event,Frisco_2P_June_2024_Divine_Trigger_53562.sgy,366,2000,0.5
file_00298,1,event,Frisco_2P_June_2024_Divine_Trigger_53568.sgy,366,2000,0.5
file_00299,1,event,Frisco_2P_June_2024_Divine_Trigger_53570.sgy,366,2000,0.5
file_00300,1,event,Frisco_2P_June_2024_Divine_Trigger_53572.sgy,366,2000,0.5
file_00301,1,event,Frisco_2P_June_2024_Divine_Trigger_53573.sgy,366,2000,0.5
file_00302,1,event,Frisco_2P_June_2024_Divine_Trigger_53574.sgy,366,2000,0.5
file_00303,1,event,Frisco_2P_June_2024_Divine_Trigger_53576.sgy,366,2000,0.5
file_00304,1,event,Frisco_2P_June_2024_Divine_Trigger_53577.sgy,366,2000,0.5
file_00305,1,event,Frisco_2P_June_2024_Divine_Trigger_53578.sgy,366,2000,0.5
file_00306,1,event,Frisco_2P_June_2024_Divine_Trigger_53580.sgy,366,2000,0.5
file_00307,1,event,Frisco_2P_June_2024_Divine_Trigger_53583.sgy,366,2000,0.5
file_00308,1,event,Frisco_2P_June_2024_Divine_Trigger_53584.sgy,366,2000,0.5
file_00309,1,event,Frisco_2P_June_2024_Divine_Trigger_53586.sgy,366,2000,0.5
file_00310,1,event,Frisco_2P_June_2024_Divine_Trigger_53588.sgy,366,2000,0.5
file_00311,1,event,Frisco_2P_June_2024_Divine_Trigger_53589.sgy,366,2000,0.5
file_00312,1,event,Frisco_2P_June_2024_Divine_Trigger_53591.sgy,366,2000,0.5
file_00313,1,event,Frisco_2P_June_2024_Divine_Trigger_53592.sgy,366,2000,0.5
file_00314,1,event,Frisco_2P_June_2024_Divine_Trigger_53598.sgy,366,2000,0.5
file_00315,1,event,Frisco_2P_June_2024_Divine_Trigger_53600.sgy,366,2000,0.5
file_00316,1,event,Frisco_2P_June_2024_Divine_Trigger_53606.sgy,366,2000,0.5
file_00317,1,event,Frisco_2P_June_2024_Divine_Trigger_53607.sgy,366,2000,0.5
file_00318,1,event,Frisco_2P_June_2024_Divine_Trigger_53608.sgy,366,2000,0.5
file_00319,1,event,Frisco_2P_June_2024_Divine_Trigger_53610.sgy,366,2000,0.5
file_00320,1,event,Frisco_2P_June_2024_Divine_Trigger_53617.sgy,366,2000,0.5
file_00321,1,event,Frisco_2P_June_2024_Divine_Trigger_53622.sgy,366,2000,0.5
file_00322,1,event,Frisco_2P_June_2024_Divine_Trigger_53623.sgy,366,2000,0.5
file_00323,1,event,Frisco_2P_June_2024_Divine_Trigger_53625.sgy,366,2000,0.5
file_00324,1,event,Frisco_2P_June_2024_Divine_Trigger_53627.sgy,366,2000,0.5
file_00325,1,event,Frisco_2P_June_2024_Divine_Trigger_53628.sgy,366,2000,0.5
file_00326,1,event,Frisco_2P_June_2024_Divine_Trigger_53630.sgy,366,2000,0.5
file_00327,1,event,Frisco_2P_June_2024_Divine_Trigger_53631.sgy,366,2000,0.5
file_00328,1,event,Frisco_2P_June_2024_Divine_Trigger_53637.sgy,366,2000,0.5
file_00329,1,event,Frisco_2P_June_2024_Divine_Trigger_53638.sgy,366,2000,0.5
file_00330,1,event,Frisco_2P_June_2024_Divine_Trigger_53639.sgy,366,2000,0.5
file_00331,1,event,Frisco_2P_June_2024_Divine_Trigger_53640.sgy,366,2000,0.5
file_00332,1,event,Frisco_2P_June_2024_Divine_Trigger_53641.sgy,366,2000,0.5
file_00333,1,event,Frisco_2P_June_2024_Divine_Trigger_53642.sgy,366,2000,0.5
file_00334,1,event,Frisco_2P_June_2024_Divine_Trigger_53643.sgy,366,2000,0.5
file_00335,1,event,Frisco_2P_June_2024_Divine_Trigger_53644.sgy,366,2000,0.5
file_00336,1,event,Frisco_2P_June_2024_Divine_Trigger_53647.sgy,366,2000,0.5
file_00337,1,event,Frisco_2P_June_2024_Divine_Trigger_53650.sgy,366,2000,0.5
file_00338,1,event,Frisco_2P_June_2024_Divine_Trigger_53651.sgy,366,2000,0.5
file_00339,1,event,Frisco_2P_June_2024_Divine_Trigger_53652.sgy,366,2000,0.5
file_00340,1,event,Frisco_2P_June_2024_Divine_Trigger_53653.sgy,366,2000,0.5
file_00341,1,event,Frisco_2P_June_2024_Divine_Trigger_53654.sgy,366,2000,0.5
file_00342,1,event,Frisco_2P_June_2024_Divine_Trigger_53655.sgy,366,2000,0.5
file_00343,1,event,Frisco_2P_June_2024_Divine_Trigger_53656.sgy,366,2000,0.5
file_00344,1,event,Frisco_2P_June_2024_Divine_Trigger_53657.sgy,366,2000,0.5
file_00345,1,event,Frisco_2P_June_2024_Divine_Trigger_53658.sgy,366,2000,0.5
file_00346,1,event,Frisco_2P_June_2024_Divine_Trigger_53659.sgy,366,2000,0.5
file_00347,1,event,Frisco_2P_June_2024_Divine_Trigger_53661.sgy,366,2000,0.5
file_00348,1,event,Frisco_2P_June_2024_Divine_Trigger_53663.sgy,366,2000,0.5
file_00349,1,event,Frisco_2P_June_2024_Divine_Trigger_53664.sgy,366,2000,0.5
file_00350,1,event,Frisco_2P_June_2024_Divine_Trigger_53667.sgy,366,2000,0.5
file_00351,1,event,Frisco_2P_June_2024_Divine_Trigger_53674.sgy,366,2000,0.5
file_00352,1,event,Frisco_2P_June_2024_Divine_Trigger_53676.sgy,366,2000,0.5
file_00353,1,event,Frisco_2P_June_2024_Divine_Trigger_53678.sgy,366,2000,0.5
file_00354,1,event,Frisco_2P_June_2024_Divine_Trigger_53679.sgy,366,2000,0.5
file_00355,1,event,Frisco_2P_June_2024_Divine_Trigger_53681.sgy,366,2000,0.5
file_00356,1,event,Frisco_2P_June_2024_Divine_Trigger_53685.sgy,366,2000,0.5
file_00357,1,event,Frisco_2P_June_2024_Divine_Trigger_53687.sgy,366,2000,0.5
file_00358,1,event,Frisco_2P_June_2024_Divine_Trigger_53688.sgy,366,2000,0.5
file_00359,1,event,Frisco_2P_June_2024_Divine_Trigger_53689.sgy,366,2000,0.5
file_00360,1,event,Frisco_2P_June_2024_Divine_Trigger_53690.sgy,366,2000,0.5
file_00361,1,event,Frisco_2P_June_2024_Divine_Trigger_53692.sgy,366,2000,0.5
file_00362,1,event,Frisco_2P_June_2024_Divine_Trigger_53693.sgy,366,2000,0.5
file_00363,1,event,Frisco_2P_June_2024_Divine_Trigger_53694.sgy,366,2000,0.5
file_00364,1,event,Frisco_2P_June_2024_Divine_Trigger_53695.sgy,366,2000,0.5
file_00365,1,event,Frisco_2P_June_2024_Divine_Trigger_53696.sgy,366,2000,0.5
file_00366,1,event,Frisco_2P_June_2024_Divine_Trigger_53698.sgy,366,2000,0.5
file_00367,1,event,Frisco_2P_June_2024_Divine_Trigger_53699.sgy,366,2000,0.5
file_00368,1,event,Frisco_2P_June_2024_Divine_Trigger_53700.sgy,366,2000,0.5
file_00369,1,event,Frisco_2P_June_2024_Divine_Trigger_53701.sgy,366,2000,0.5
file_00370,1,event,Frisco_2P_June_2024_Divine_Trigger_53702.sgy,366,2000,0.5
file_00371,1,event,Frisco_2P_June_2024_Divine_Trigger_53704.sgy,366,2000,0.5
file_00372,1,event,Frisco_2P_June_2024_Divine_Trigger_53705.sgy,366,2000,0.5
file_00373,1,event,Frisco_2P_June_2024_Divine_Trigger_53706.sgy,366,2000,0.5
file_00374,1,event,Frisco_2P_June_2024_Divine_Trigger_53707.sgy,366,2000,0.5
file_00375,1,event,Frisco_2P_June_2024_Divine_Trigger_53708.sgy,366,2000,0.5
file_00376,1,event,Frisco_2P_June_2024_Divine_Trigger_53709.sgy,366,2000,0.5
file_00377,1,event,Frisco_2P_June_2024_Divine_Trigger_53711.sgy,366,2000,0.5
file_00378,1,event,Frisco_2P_June_2024_Divine_Trigger_53712.sgy,366,2000,0.5
file_00379,1,event,Frisco_2P_June_2024_Divine_Trigger_53713.sgy,366,2000,0.5
file_00380,1,event,Frisco_2P_June_2024_Divine_Trigger_53715.sgy,366,2000,0.5
file_00381,1,event,Frisco_2P_June_2024_Divine_Trigger_53716.sgy,366,2000,0.5
file_00382,1,event,Frisco_2P_June_2024_Divine_Trigger_53717.sgy,366,2000,0.5
file_00383,1,event,Frisco_2P_June_2024_Divine_Trigger_53720.sgy,366,2000,0.5
file_00384,1,event,Frisco_2P_June_2024_Divine_Trigger_53722.sgy,366,2000,0.5
file_00385,1,event,Frisco_2P_June_2024_Divine_Trigger_53724.sgy,366,2000,0.5
file_00386,1,event,Frisco_2P_June_2024_Divine_Trigger_53725.sgy,366,2000,0.5
file_00387,1,event,Frisco_2P_June_2024_Divine_Trigger_53726.sgy,366,2000,0.5
file_00388,1,event,Frisco_2P_June_2024_Divine_Trigger_53727.sgy,366,2000,0.5
file_00389,1,event,Frisco_2P_June_2024_Divine_Trigger_53728.sgy,366,2000,0.5
file_00390,1,event,Frisco_2P_June_2024_Divine_Trigger_53730.sgy,366,2000,0.5
file_00391,1,event,Frisco_2P_June_2024_Divine_Trigger_53731.sgy,366,2000,0.5
file_00392,1,event,Frisco_2P_June_2024_Divine_Trigger_53735.sgy,366,2000,0.5
file_00393,1,event,Frisco_2P_June_2024_Divine_Trigger_53738.sgy,366,2000,0.5
file_00394,1,event,Frisco_2P_June_2024_Divine_Trigger_53741.sgy,366,2000,0.5
file_00395,1,event,Frisco_2P_June_2024_Divine_Trigger_53743.sgy,366,2000,0.5
file_00396,1,event,Frisco_2P_June_2024_Divine_Trigger_53745.sgy,366,2000,0.5
file_00397,1,event,Frisco_2P_June_2024_Divine_Trigger_53749.sgy,366,2000,0.5
file_00398,1,event,Frisco_2P_June_2024_Divine_Trigger_53750.sgy,366,2000,0.5
file_00399,1,event,Frisco_2P_June_2024_Divine_Trigger_53751.sgy,366,2000,0.5
file_00400,1,event,Frisco_2P_June_2024_Divine_Trigger_53752.sgy,366,2000,0.5
file_00401,1,event,Frisco_2P_June_2024_Divine_Trigger_53760.sgy,366,2000,0.5
file_00402,1,event,Frisco_2P_June_2024_Divine_Trigger_53762.sgy,366,2000,0.5
file_00403,1,event,Frisco_2P_June_2024_Divine_Trigger_53763.sgy,366,2000,0.5
file_00404,1,event,Frisco_2P_June_2024_Divine_Trigger_53764.sgy,366,2000,0.5
file_00405,1,event,Frisco_2P_June_2024_Divine_Trigger_53765.sgy,366,2000,0.5
file_00406,1,event,Frisco_2P_June_2024_Divine_Trigger_53767.sgy,366,2000,0.5
file_00407,1,event,Frisco_2P_June_2024_Divine_Trigger_53768.sgy,366,2000,0.5
file_00408,1,event,Frisco_2P_June_2024_Divine_Trigger_53769.sgy,366,2000,0.5
file_00409,1,event,Frisco_2P_June_2024_Divine_Trigger_53770.sgy,366,2000,0.5
file_00410,1,event,Frisco_2P_June_2024_Divine_Trigger_53772.sgy,366,2000,0.5
file_00411,1,event,Frisco_2P_June_2024_Divine_Trigger_53773.sgy,366,2000,0.5
file_00412,1,event,Frisco_2P_June_2024_Divine_Trigger_53774.sgy,366,2000,0.5
file_00413,1,event,Frisco_2P_June_2024_Divine_Trigger_53775.sgy,366,2000,0.5
file_00414,1,event,Frisco_2P_June_2024_Divine_Trigger_53776.sgy,366,2000,0.5
file_00415,1,event,Frisco_2P_June_2024_Divine_Trigger_53781.sgy,366,2000,0.5
file_00416,1,event,Frisco_2P_June_2024_Divine_Trigger_53782.sgy,366,2000,0.5
file_00417,1,event,Frisco_2P_June_2024_Divine_Trigger_53783.sgy,366,2000,0.5
file_00418,1,event,Frisco_2P_June_2024_Divine_Trigger_53784.sgy,366,2000,0.5
file_00419,1,event,Frisco_2P_June_2024_Divine_Trigger_53785.sgy,366,2000,0.5
file_00420,1,event,Frisco_2P_June_2024_Divine_Trigger_53786.sgy,366,2000,0.5
file_00421,1,event,Frisco_2P_June_2024_Divine_Trigger_53787.sgy,366,2000,0.5
file_00422,1,event,Frisco_2P_June_2024_Divine_Trigger_53788.sgy,366,2000,0.5
file_00423,1,event,Frisco_2P_June_2024_Divine_Trigger_53789.sgy,366,2000,0.5
file_00424,1,event,Frisco_2P_June_2024_Divine_Trigger_53790.sgy,366,2000,0.5
file_00425,1,event,Frisco_2P_June_2024_Divine_Trigger_53792.sgy,366,2000,0.5
file_00426,1,event,Frisco_2P_June_2024_Divine_Trigger_53795.sgy,366,2000,0.5
file_00427,1,event,Frisco_2P_June_2024_Divine_Trigger_53796.sgy,366,2000,0.5
file_00428,1,event,Frisco_2P_June_2024_Divine_Trigger_53797.sgy,366,2000,0.5
file_00429,1,event,Frisco_2P_June_2024_Divine_Trigger_53798.sgy,366,2000,0.5
file_00430,1,event,Frisco_2P_June_2024_Divine_Trigger_53799.sgy,366,2000,0.5
file_00431,1,event,Frisco_2P_June_2024_Divine_Trigger_53801.sgy,366,2000,0.5
file_00432,1,event,Frisco_2P_June_2024_Divine_Trigger_53802.sgy,366,2000,0.5
file_00433,1,event,Frisco_2P_June_2024_Divine_Trigger_53803.sgy,366,2000,0.5
file_00434,1,event,Frisco_2P_June_2024_Divine_Trigger_53804.sgy,366,2000,0.5
file_00435,1,event,Frisco_2P_June_2024_Divine_Trigger_53805.sgy,366,2000,0.5
file_00436,1,event,Frisco_2P_June_2024_Divine_Trigger_53806.sgy,366,2000,0.5
file_00437,1,event,Frisco_2P_June_2024_Divine_Trigger_53809.sgy,366,2000,0.5
file_00438,1,event,Frisco_2P_June_2024_Divine_Trigger_53810.sgy,366,2000,0.5
file_00439,1,event,Frisco_2P_June_2024_Divine_Trigger_53812.sgy,366,2000,0.5
file_00440,1,event,Frisco_2P_June_2024_Divine_Trigger_53813.sgy,366,2000,0.5
file_00441,1,event,Frisco_2P_June_2024_Divine_Trigger_53815.sgy,366,2000,0.5
file_00442,1,event,Frisco_2P_June_2024_Divine_Trigger_53816.sgy,366,2000,0.5
file_00443,1,event,Frisco_2P_June_2024_Divine_Trigger_53820.sgy,366,2000,0.5
file_00444,1,event,Frisco_2P_June_2024_Divine_Trigger_53822.sgy,366,2000,0.5
file_00445,1,event,Frisco_2P_June_2024_Divine_Trigger_53824.sgy,366,2000,0.5
file_00446,1,event,Frisco_2P_June_2024_Divine_Trigger_53825.sgy,366,2000,0.5
file_00447,1,event,Frisco_2P_June_2024_Divine_Trigger_53826.sgy,366,2000,0.5
file_00448,1,event,Frisco_2P_June_2024_Divine_Trigger_53827.sgy,366,2000,0.5
file_00449,1,event,Frisco_2P_June_2024_Divine_Trigger_53828.sgy,366,2000,0.5
file_00450,1,event,Frisco_2P_June_2024_Divine_Trigger_53829.sgy,366,2000,0.5
file_00451,1,event,Frisco_2P_June_2024_Divine_Trigger_53830.sgy,366,2000,0.5
file_00452,1,event,Frisco_2P_June_2024_Divine_Trigger_53831.sgy,366,2000,0.5
file_00453,1,event,Frisco_2P_June_2024_Divine_Trigger_53836.sgy,366,2000,0.5
file_00454,1,event,Frisco_2P_June_2024_Divine_Trigger_53838.sgy,366,2000,0.5
file_00455,1,event,Frisco_2P_June_2024_Divine_Trigger_53839.sgy,366,2000,0.5
file_00456,1,event,Frisco_2P_June_2024_Divine_Trigger_53840.sgy,366,2000,0.5
file_00457,1,event,Frisco_2P_June_2024_Divine_Trigger_53843.sgy,366,2000,0.5
file_00458,1,event,Frisco_2P_June_2024_Divine_Trigger_53844.sgy,366,2000,0.5
file_00459,1,event,Frisco_2P_June_2024_Divine_Trigger_53845.sgy,366,2000,0.5
file_00460,1,event,Frisco_2P_June_2024_Divine_Trigger_53846.sgy,366,2000,0.5
file_00461,1,event,Frisco_2P_June_2024_Divine_Trigger_53847.sgy,366,2000,0.5
file_00462,1,event,Frisco_2P_June_2024_Divine_Trigger_53848.sgy,366,2000,0.5
file_00463,1,event,Frisco_2P_June_2024_Divine_Trigger_53849.sgy,366,2000,0.5
file_00464,1,event,Frisco_2P_June_2024_Divine_Trigger_53850.sgy,366,2000,0.5
file_00465,1,event,Frisco_2P_June_2024_Divine_Trigger_53851.sgy,366,2000,0.5
file_00466,1,event,Frisco_2P_June_2024_Divine_Trigger_53852.sgy,366,2000,0.5
file_00467,1,event,Frisco_2P_June_2024_Divine_Trigger_53853.sgy,366,2000,0.5
file_00468,1,event,Frisco_2P_June_2024_Divine_Trigger_53854.sgy,366,2000,0.5
file_00469,1,event,Frisco_2P_June_2024_Divine_Trigger_53855.sgy,366,2000,0.5
file_00470,1,event,Frisco_2P_June_2024_Divine_Trigger_53856.sgy,366,2000,0.5
file_00471,1,event,Frisco_2P_June_2024_Divine_Trigger_53857.sgy,366,2000,0.5
file_00472,1,event,Frisco_2P_June_2024_Divine_Trigger_53858.sgy,366,2000,0.5
file_00473,1,event,Frisco_2P_June_2024_Divine_Trigger_53860.sgy,366,2000,0.5
file_00474,1,event,Frisco_2P_June_2024_Divine_Trigger_53862.sgy,366,2000,0.5
file_00475,1,event,Frisco_2P_June_2024_Divine_Trigger_53863.sgy,366,2000,0.5
file_00476,1,event,Frisco_2P_June_2024_Divine_Trigger_53866.sgy,366,2000,0.5
file_00477,1,event,Frisco_2P_June_2024_Divine_Trigger_53868.sgy,366,2000,0.5
file_00478,1,event,Frisco_2P_June_2024_Divine_Trigger_53869.sgy,366,2000,0.5
file_00479,1,event,Frisco_2P_June_2024_Divine_Trigger_53870.sgy,366,2000,0.5
file_00480,1,event,Frisco_2P_June_2024_Divine_Trigger_53871.sgy,366,2000,0.5
file_00481,1,event,Frisco_2P_June_2024_Divine_Trigger_53872.sgy,366,2000,0.5
file_00482,1,event,Frisco_2P_June_2024_Divine_Trigger_53873.sgy,366,2000,0.5
file_00483,1,event,Frisco_2P_June_2024_Divine_Trigger_53874.sgy,366,2000,0.5
file_00484,1,event,Frisco_2P_June_2024_Divine_Trigger_53875.sgy,366,2000,0.5
file_00485,1,event,Frisco_2P_June_2024_Divine_Trigger_53876.sgy,366,2000,0.5
file_00486,1,event,Frisco_2P_June_2024_Divine_Trigger_53877.sgy,366,2000,0.5
file_00487,1,event,Frisco_2P_June_2024_Divine_Trigger_53878.sgy,366,2000,0.5
file_00488,1,event,Frisco_2P_June_2024_Divine_Trigger_53879.sgy,366,2000,0.5
file_00489,1,event,Frisco_2P_June_2024_Divine_Trigger_53880.sgy,366,2000,0.5
file_00490,1,event,Frisco_2P_June_2024_Divine_Trigger_53881.sgy,366,2000,0.5
file_00491,1,event,Frisco_2P_June_2024_Divine_Trigger_53882.sgy,366,2000,0.5
file_00492,1,event,Frisco_2P_June_2024_Divine_Trigger_53883.sgy,366,2000,0.5
file_00493,1,event,Frisco_2P_June_2024_Divine_Trigger_53884.sgy,366,2000,0.5
file_00494,1,event,Frisco_2P_June_2024_Divine_Trigger_53889.sgy,366,2000,0.5
file_00495,1,event,Frisco_2P_June_2024_Divine_Trigger_53891.sgy,366,2000,0.5
file_00496,1,event,Frisco_2P_June_2024_Divine_Trigger_53893.sgy,366,2000,0.5
file_00497,1,event,Frisco_2P_June_2024_Divine_Trigger_53894.sgy,366,2000,0.5
file_00498,1,event,Frisco_2P_June_2024_Divine_Trigger_53895.sgy,366,2000,0.5
file_00499,1,event,Frisco_2P_June_2024_Divine_Trigger_53896.sgy,366,2000,0.5
file_00500,1,event,Frisco_2P_June_2024_Divine_Trigger_53899.sgy,366,2000,0.5
file_00501,1,event,Frisco_2P_June_2024_Divine_Trigger_53901.sgy,366,2000,0.5
file_00502,1,event,Frisco_2P_June_2024_Divine_Trigger_53902.sgy,366,2000,0.5
file_00503,1,event,Frisco_2P_June_2024_Divine_Trigger_53904.sgy,366,2000,0.5
file_00504,1,event,Frisco_2P_June_2024_Divine_Trigger_53905.sgy,366,2000,0.5
file_00505,1,event,Frisco_2P_June_2024_Divine_Trigger_53906.sgy,366,2000,0.5
file_00506,1,event,Frisco_2P_June_2024_Divine_Trigger_53907.sgy,366,2000,0.5
file_00507,1,event,Frisco_2P_June_2024_Divine_Trigger_53908.sgy,366,2000,0.5
file_00508,1,event,Frisco_2P_June_2024_Divine_Trigger_53910.sgy,366,2000,0.5
file_00509,1,event,Frisco_2P_June_2024_Divine_Trigger_53911.sgy,366,2000,0.5
file_00510,1,event,Frisco_2P_June_2024_Divine_Trigger_53912.sgy,366,2000,0.5
file_00511,1,event,Frisco_2P_June_2024_Divine_Trigger_53913.sgy,366,2000,0.5
file_00512,1,event,Frisco_2P_June_2024_Divine_Trigger_53914.sgy,366,2000,0.5
file_00513,1,event,Frisco_2P_June_2024_Divine_Trigger_53915.sgy,366,2000,0.5
file_00514,1,event,Frisco_2P_June_2024_Divine_Trigger_53916.sgy,366,2000,0.5
file_00515,1,event,Frisco_2P_June_2024_Divine_Trigger_53918.sgy,366,2000,0.5
file_00516,1,event,Frisco_2P_June_2024_Divine_Trigger_53924.sgy,366,2000,0.5
file_00517,1,event,Frisco_2P_June_2024_Divine_Trigger_53925.sgy,366,2000,0.5
file_00518,1,event,Frisco_2P_June_2024_Divine_Trigger_53926.sgy,366,2000,0.5
file_00519,1,event,Frisco_2P_June_2024_Divine_Trigger_53927.sgy,366,2000,0.5
file_00520,1,event,Frisco_2P_June_2024_Divine_Trigger_53928.sgy,366,2000,0.5
file_00521,1,event,Frisco_2P_June_2024_Divine_Trigger_53932.sgy,366,2000,0.5
file_00522,1,event,Frisco_2P_June_2024_Divine_Trigger_53933.sgy,366,2000,0.5
file_00523,1,event,Frisco_2P_June_2024_Divine_Trigger_53934.sgy,366,2000,0.5
file_00524,1,event,Frisco_2P_June_2024_Divine_Trigger_53935.sgy,366,2000,0.5
file_00525,1,event,Frisco_2P_June_2024_Divine_Trigger_53936.sgy,366,2000,0.5
file_00526,1,event,Frisco_2P_June_2024_Divine_Trigger_53937.sgy,366,2000,0.5
file_00527,1,event,Frisco_2P_June_2024_Divine_Trigger_53938.sgy,366,2000,0.5
file_00528,1,event,Frisco_2P_June_2024_Divine_Trigger_53939.sgy,366,2000,0.5
file_00529,1,event,Frisco_2P_June_2024_Divine_Trigger_53940.sgy,366,2000,0.5
file_00530,1,event,Frisco_2P_June_2024_Divine_Trigger_53943.sgy,366,2000,0.5
file_00531,1,event,Frisco_2P_June_2024_Divine_Trigger_53944.sgy,366,2000,0.5
file_00532,1,event,Frisco_2P_June_2024_Divine_Trigger_53945.sgy,366,2000,0.5
file_00533,1,event,Frisco_2P_June_2024_Divine_Trigger_53946.sgy,366,2000,0.5
file_00534,1,event,Frisco_2P_June_2024_Divine_Trigger_53948.sgy,366,2000,0.5
file_00535,1,event,Frisco_2P_June_2024_Divine_Trigger_53949.sgy,366,2000,0.5
file_00536,1,event,Frisco_2P_June_2024_Divine_Trigger_53950.sgy,366,2000,0.5
file_00537,1,event,Frisco_2P_June_2024_Divine_Trigger_53953.sgy,366,2000,0.5
file_00538,1,event,Frisco_2P_June_2024_Divine_Trigger_53954.sgy,366,2000,0.5
file_00539,1,event,Frisco_2P_June_2024_Divine_Trigger_53955.sgy,366,2000,0.5
file_00540,1,event,Frisco_2P_June_2024_Divine_Trigger_53956.sgy,366,2000,0.5
file_00541,1,event,Frisco_2P_June_2024_Divine_Trigger_53957.sgy,366,2000,0.5
file_00542,1,event,Frisco_2P_June_2024_Divine_Trigger_53959.sgy,366,2000,0.5
file_00543,1,event,Frisco_2P_June_2024_Divine_Trigger_53960.sgy,366,2000,0.5
file_00544,1,event,Frisco_2P_June_2024_Divine_Trigger_53961.sgy,366,2000,0.5
file_00545,1,event,Frisco_2P_June_2024_Divine_Trigger_53964.sgy,366,2000,0.5
file_00546,1,event,Frisco_2P_June_2024_Divine_Trigger_53965.sgy,366,2000,0.5
file_00547,1,event,Frisco_2P_June_2024_Divine_Trigger_53966.sgy,366,2000,0.5
file_00548,1,event,Frisco_2P_June_2024_Divine_Trigger_53969.sgy,366,2000,0.5
file_00549,1,event,Frisco_2P_June_2024_Divine_Trigger_53975.sgy,366,2000,0.5
file_00550,1,event,Frisco_2P_June_2024_Divine_Trigger_53979.sgy,366,2000,0.5
file_00551,1,event,Frisco_2P_June_2024_Divine_Trigger_53980.sgy,366,2000,0.5
file_00552,1,event,Frisco_2P_June_2024_Divine_Trigger_53981.sgy,366,2000,0.5
file_00553,1,event,Frisco_2P_June_2024_Divine_Trigger_53985.sgy,366,2000,0.5
file_00554,1,event,Frisco_2P_June_2024_Divine_Trigger_53986.sgy,366,2000,0.5
file_00555,1,event,Frisco_2P_June_2024_Divine_Trigger_53989.sgy,366,2000,0.5
file_00556,1,event,Frisco_2P_June_2024_Divine_Trigger_53992.sgy,366,2000,0.5
file_00557,1,event,Frisco_2P_June_2024_Divine_Trigger_53993.sgy,366,2000,0.5
file_00558,1,event,Frisco_2P_June_2024_Divine_Trigger_53994.sgy,366,2000,0.5
file_00559,1,event,Frisco_2P_June_2024_Divine_Trigger_53995.sgy,366,2000,0.5
file_00560,1,event,Frisco_2P_June_2024_Divine_Trigger_53998.sgy,366,2000,0.5
file_00561,1,event,Frisco_2P_June_2024_Divine_Trigger_53999.sgy,366,2000,0.5
file_00562,1,event,Frisco_2P_June_2024_Divine_Trigger_54000.sgy,366,2000,0.5
file_00563,1,event,Frisco_2P_June_2024_Divine_Trigger_54002.sgy,366,2000,0.5
file_00564,1,event,Frisco_2P_June_2024_Divine_Trigger_54004.sgy,366,2000,0.5
file_00565,1,event,Frisco_2P_June_2024_Divine_Trigger_54006.sgy,366,2000,0.5
file_00566,1,event,Frisco_2P_June_2024_Divine_Trigger_54008.sgy,366,2000,0.5
file_00567,1,event,Frisco_2P_June_2024_Divine_Trigger_54009.sgy,366,2000,0.5
file_00568,1,event,Frisco_2P_June_2024_Divine_Trigger_54010.sgy,366,2000,0.5
file_00569,1,event,Frisco_2P_June_2024_Divine_Trigger_54011.sgy,366,2000,0.5
file_00570,1,event,Frisco_2P_June_2024_Divine_Trigger_54012.sgy,366,2000,0.5
file_00571,1,event,Frisco_2P_June_2024_Divine_Trigger_54015.sgy,366,2000,0.5
file_00572,1,event,Frisco_2P_June_2024_Divine_Trigger_54017.sgy,366,2000,0.5
file_00573,1,event,Frisco_2P_June_2024_Divine_Trigger_54020.sgy,366,2000,0.5
file_00574,1,event,Frisco_2P_June_2024_Divine_Trigger_54021.sgy,366,2000,0.5
file_00575,1,event,Frisco_2P_June_2024_Divine_Trigger_54025.sgy,366,2000,0.5
file_00576,1,event,Frisco_2P_June_2024_Divine_Trigger_54027.sgy,366,2000,0.5
file_00577,1,event,Frisco_2P_June_2024_Divine_Trigger_54028.sgy,366,2000,0.5
file_00578,1,event,Frisco_2P_June_2024_Divine_Trigger_54030.sgy,366,2000,0.5
file_00579,1,event,Frisco_2P_June_2024_Divine_Trigger_54031.sgy,366,2000,0.5
file_00580,1,event,Frisco_2P_June_2024_Divine_Trigger_54032.sgy,366,2000,0.5
file_00581,1,event,Frisco_2P_June_2024_Divine_Trigger_54034.sgy,366,2000,0.5
file_00582,1,event,Frisco_2P_June_2024_Divine_Trigger_54036.sgy,366,2000,0.5
file_00583,1,event,Frisco_2P_June_2024_Divine_Trigger_54039.sgy,366,2000,0.5
file_00584,1,event,Frisco_2P_June_2024_Divine_Trigger_54041.sgy,366,2000,0.5
file_00585,1,event,Frisco_2P_June_2024_Divine_Trigger_54042.sgy,366,2000,0.5
file_00586,1,event,Frisco_2P_June_2024_Divine_Trigger_54044.sgy,366,2000,0.5
file_00587,1,event,Frisco_2P_June_2024_Divine_Trigger_54047.sgy,366,2000,0.5
file_00588,1,event,Frisco_2P_June_2024_Divine_Trigger_54048.sgy,366,2000,0.5
file_00589,1,event,Frisco_2P_June_2024_Divine_Trigger_54049.sgy,366,2000,0.5
file_00590,1,event,Frisco_2P_June_2024_Divine_Trigger_54050.sgy,366,2000,0.5
file_00591,1,event,Frisco_2P_June_2024_Divine_Trigger_54051.sgy,366,2000,0.5
file_00592,1,event,Frisco_2P_June_2024_Divine_Trigger_54053.sgy,366,2000,0.5
file_00593,1,event,Frisco_2P_June_2024_Divine_Trigger_54054.sgy,366,2000,0.5
